Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
stepPlr,D:/software/R/R-3.6.3/library,0.93,NA,R (>= 2.0),NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
stm,D:/software/R/R-3.6.3/library,1.3.5,NA,"R (>= 3.2.2), methods","Rcpp (>= 0.11.3), data.table, glmnet, grDevices, graphics,
lda, Matrix, matrixStats, parallel, quadprog, quanteda, slam,
splines, stats, stringr, utils","Rcpp, RcppArmadillo","clue, geometry, huge, igraph, LDAvis, KernSmooth, NLP, rsvd,
Rtsne, SnowballC, spelling, testthat, tm (>= 0.6), wordcloud",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
stopwords,D:/software/R/R-3.6.3/library,1,NA,R (>= 2.10),ISOcodes,NA,"covr, lintr, quanteda, spelling, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
stringdist,D:/software/R/R-3.6.3/library,0.9.5.5,NA,R (>= 2.15.3),parallel,NA,tinytest,NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
stringi,D:/software/R/R-3.6.3/library,1.4.6,NA,R (>= 2.14),"tools, utils, stats",NA,NA,NA,file LICENSE,yes,NA,NA,NA,yes,3.6.2
stringr,D:/software/R/R-3.6.3/library,1.4.0,NA,R (>= 3.1),"glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,GPL-2 | file LICENSE,NA,NA,NA,NA,no,3.6.3
strucchange,D:/software/R/R-3.6.3/library,1.5-2,NA,"R (>= 2.10.0), zoo, sandwich","graphics, stats, utils",NA,"stats4, car, dynlm, e1071, foreach, lmtest, mvtnorm, tseries",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.3
styler,D:/software/R/R-3.6.3/library,1.3.2,NA,NA,"backports (>= 1.1.0), cli (>= 1.1.0), magrittr (>= 1.0.1),
purrr (>= 0.2.3), R.cache (>= 0.14.0), rematch2 (>= 2.0.1),
rlang (>= 0.1.1), rprojroot (>= 1.1), tibble (>= 1.4.2), tools,
withr (>= 1.0.0), xfun (>= 0.1)",NA,"data.tree (>= 0.1.6), digest, dplyr, here, knitr, prettycode,
rmarkdown, rstudioapi (>= 0.7), testthat (>= 2.1.0)",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
subplex,D:/software/R/R-3.6.3/library,1.6,NA,R(>= 2.5.1),NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,yes,3.6.2
subselect,D:/software/R/R-3.6.3/library,0.15.2,NA,R (>= 3.5.0),"MASS, ISwR, corpcor",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
SuperLearner,D:/software/R/R-3.6.3/library,2.0-26,NA,"R (>= 2.14.0), nnls",cvAUC,NA,"arm, bartMachine, biglasso, bigmemory, caret, class,
devtools, e1071, earth, extraTrees, gam (>= 1.15), gbm,
genefilter, ggplot2, glmnet, ipred, KernelKnn, kernlab, knitr,
lattice, LogicReg, MASS, mlbench, nloptr, nnet, party,
polspline, prettydoc, quadprog, randomForest, ranger,
RhpcBLASctl, ROCR, rmarkdown, rpart, SIS, speedglm, spls, sva,
testthat, xgboost (>= 0.6)",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
superpc,D:/software/R/R-3.6.3/library,1.09,NA,survival,NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,NA,3.6.3
SuppDists,D:/software/R/R-3.6.3/library,1.1-9.5,NA,R (>= 3.3.0),NA,NA,RcppZiggurat,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
survAUC,D:/software/R/R-3.6.3/library,1.0-5,NA,"R (>= 2.6.0), survival",NA,NA,rms,NA,GPL-2,NA,NA,NA,NA,NA,3.6.3
survey,D:/software/R/R-3.6.3/library,4,NA,"R (>= 3.1.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.3
survival,D:/software/R/R-3.6.3/library,3.1-11,recommended,R (>= 3.4.0),"graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,LGPL (>= 2),NA,NA,NA,NA,yes,3.6.3
survivalMPL,D:/software/R/R-3.6.3/library,0.2,NA,"R (>= 3.3.3), survival, stats, MASS",NA,NA,NA,NA,LGPL (>= 2),NA,NA,NA,NA,yes,3.6.3
svglite,D:/software/R/R-3.6.3/library,1.2.3,NA,R (>= 3.0.0),"Rcpp, gdtools (>= 0.1.6)","Rcpp, gdtools, BH","htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
svs,D:/software/R/R-3.6.3/library,2.0.0,NA,"R (>= 3.1.0),","gtools, graphics, stats, methods, Matrix, utils",NA,"MASS, pvclust",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
SwarmSVM,D:/software/R/R-3.6.3/library,0.1-6,NA,R (>= 3.2.0),"e1071, LiblineaR, Matrix, SparseM, kernlab, methods, checkmate
(>= 1.6.0), BBmisc",NA,"testthat, knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
sylly,D:/software/R/R-3.6.3/library,0.1-5,NA,R (>= 3.0.0),methods,NA,"testthat,knitr,rmarkdown,sylly.de,sylly.en,sylly.es",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
sylly.en,D:/software/R/R-3.6.3/library,0.1-3,NA,"R (>= 3.1),sylly",NA,NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
synchronicity,D:/software/R/R-3.6.3/library,1.3.5,NA,NA,"methods, bigmemory.sri, Rcpp, uuid","BH, Rcpp",NA,NA,LGPL-2 | Apache License 2.0,NA,NA,NA,NA,yes,3.6.3
sys,D:/software/R/R-3.6.3/library,3.3,NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
sysfonts,D:/software/R/R-3.6.3/library,0.8,NA,NA,NA,NA,"curl, jsonlite",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
systemfit,D:/software/R/R-3.6.3/library,1.1-24,NA,"R (>= 3.2.0), Matrix, car (>= 2.0-0), lmtest","stats (>= 2.14.0), sandwich (>= 2.2-9), MASS, methods",NA,"plm (>= 1.0-1), sem (>= 2.0-0)",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
tablerDash,D:/software/R/R-3.6.3/library,0.1.0,NA,NA,"shiny, htmltools, knitr",NA,"shinyWidgets, shinyEffects, echarts4r",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
tables,D:/software/R/R-3.6.3/library,0.8.8,NA,"R (>= 2.12.0), Hmisc","stats, utils, knitr",NA,"magrittr, kableExtra (>= 0.9.0)",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
TAM,D:/software/R/R-3.6.3/library,3.4-26,NA,"R (>= 2.15.1), CDM (>= 6.4-19)","graphics, methods, Rcpp, stats, utils","Rcpp, RcppArmadillo","coda, GPArotation, grDevices, lattice, lavaan, MASS,
miceadds, mvtnorm, plyr, psych, sfsmisc, sirt, splines,
WrightMap",LSAmitR,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
tcltk,D:/software/R/R-3.6.3/library,3.6.3,base,NA,utils,NA,NA,NA,Part of R 3.6.3,NA,NA,NA,NA,yes,3.6.3
tcltk2,D:/software/R/R-3.6.3/library,1.2-11,NA,"R (>= 2.8.0), tcltk",NA,NA,utils,NA,LGPL-3 + file LICENSE,NA,NA,NA,NA,no,3.6.0
tclust,D:/software/R/R-3.6.3/library,1.4-1,NA,R (>= 2.12.0),NA,NA,"mclust, cluster, mvtnorm, sn",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
TeachingDemos,D:/software/R/R-3.6.3/library,2.12,NA,R (>= 2.10),NA,NA,"tkrplot, lattice, MASS, rgl, tcltk, tcltk2, png, ggplot2,
logspline, maptools, R2wd, manipulate",NA,Artistic-2.0,NA,NA,NA,NA,no,3.6.3
tensorflow,D:/software/R/R-3.6.3/library,2.0.0,NA,R (>= 3.1),"config, jsonlite (>= 1.2), processx, reticulate (>= 1.10),
tfruns (>= 1.0), utils, yaml, rstudioapi (>= 0.7)",NA,"testthat, keras, tfestimators",NA,Apache License 2.0,NA,NA,NA,NA,no,3.6.3
tergm,D:/software/R/R-3.6.3/library,3.6.1,NA,"ergm (>= 3.10.1), network (>= 1.15), networkDynamic (>=
0.10.0)","robustbase (>= 0.93.5), coda (>= 0.19.2), nlme (>= 3.1.139),
MASS (>= 7.3.51.4), statnet.common (>= 4.2.0)",ergm,"lattice (>= 0.20.38), parallel, rmarkdown (>= 1.12), knitr
(>= 1.22)",NA,GPL-3 + file LICENSE,NA,NA,NA,NA,yes,3.6.3
tesseract,D:/software/R/R-3.6.3/library,4.1,NA,NA,"Rcpp (>= 0.12.12), pdftools (>= 1.5), curl, rappdirs, digest",Rcpp,"magick (>= 1.7), spelling, knitr, tibble, rmarkdown",NA,Apache License 2.0,NA,NA,NA,NA,yes,3.6.3
testit,D:/software/R/R-3.6.3/library,0.11,NA,NA,NA,NA,rstudioapi,NA,GPL-3,NA,NA,NA,NA,no,3.6.3
testthat,D:/software/R/R-3.6.3/library,2.3.2,NA,R (>= 3.1),"cli, crayon (>= 1.3.4), digest, ellipsis, evaluate, magrittr,
methods, pkgload, praise, R6 (>= 2.2.0), rlang (>= 0.4.1),
withr (>= 2.0.0)",NA,"covr, curl (>= 0.9.5), devtools, knitr, rmarkdown, usethis,
vctrs (>= 0.1.0), xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
texreg,D:/software/R/R-3.6.3/library,1.36.23,NA,R (>= 2.15.0),"methods, grDevices, graphics, stats",NA,"nlme, survival, network, ergm, lme4 (>= 1.0), btergm, Zelig
(>= 5.0-16)","AER, betareg, brglm, censReg, dynlm, eha, erer, fGarch,
gamlss, gee, geepack, gmm, h2o, latentnet, lmtest, lqmm, MASS,
mfx, mgcv, mlogit, mnlogit, MuMIn, nnet, ordinal, plm, pscl,
quantreg, relevent, rms, robustbase, RSiena, sampleSelection,
simex, sna, spdep, survey, systemfit, tergm, VGAM, xergm",GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.3
text2vec,D:/software/R/R-3.6.3/library,0.6,NA,"R (>= 3.6.0), methods","Matrix (>= 1.1), Rcpp (>= 1.0.3), R6 (>= 2.3.0), data.table(>=
1.9.6), rsparse (>= 0.3.3.4), stringi (>= 1.1.5), mlapi (>=
0.1.0), lgr (>= 0.2), digest (>= 0.6.8)","Rcpp, digest (>= 0.6.8)","magrittr, udpipe (>= 0.6), glmnet, testthat, covr, knitr,
rmarkdown, proxy",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,3.6.3
textdata,D:/software/R/R-3.6.3/library,0.4.0,NA,NA,"fs, readr, tibble, rappdirs",NA,"knitr, rmarkdown, testthat (>= 2.1.0), covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
tfdatasets,D:/software/R/R-3.6.3/library,2.0.0,NA,R (>= 3.1),"reticulate (>= 1.10), tensorflow (>= 1.13.1), magrittr, rlang,
tidyselect, stats, generics, tfestimators",NA,"testthat, knitr, keras, rsample, rmarkdown, Metrics, dplyr",NA,Apache License 2.0,NA,NA,NA,NA,no,3.6.3
tfestimators,D:/software/R/R-3.6.3/library,1.9.1,NA,R (>= 3.1),"forge, magrittr, progress, reticulate (>= 1.10), rlang (>=
0.3), tensorflow (>= 1.9), tfruns (>= 1.1), tidyselect, utils,
purrr, tibble, tidyr",NA,"ggplot2, modelr (>= 0.1.1), testthat, knitr",NA,Apache License 2.0,NA,NA,NA,NA,no,3.6.3
tgp,D:/software/R/R-3.6.3/library,2.4-14,NA,R (>= 2.14.0),maptree,NA,MASS,NA,LGPL,NA,NA,NA,NA,yes,3.6.3
TH.data,D:/software/R/R-3.6.3/library,1.0-10,NA,"R (>= 2.10.0), survival, MASS",NA,NA,"dplyr, gdata, plyr",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
tibble,D:/software/R/R-3.6.3/library,3.0.0,NA,R (>= 3.1.0),"cli, crayon (>= 1.3.4), ellipsis (>= 0.2.0), fansi (>= 0.4.0),
lifecycle (>= 0.2.0), magrittr, methods, pillar (>= 1.4.3),
pkgconfig, rlang (>= 0.4.3), utils, vctrs (>= 0.2.4)",NA,"bench, bit64, blob, covr, dplyr, evaluate, hms, htmltools,
import, knitr, mockr, nycflights13, purrr, rmarkdown, testthat
(>= 2.1.0), tidyr, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
tidygraph,D:/software/R/R-3.6.3/library,1.1.2,NA,NA,"tibble, dplyr (>= 0.8), igraph, magrittr, utils, rlang, R6,
Rcpp, tools, stats, tidyr, pillar",Rcpp,"network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
tidync,D:/software/R/R-3.6.3/library,0.2.3,NA,R (>= 3.5.0),"dplyr (>= 0.7.0), forcats, magrittr, ncdf4, ncmeta (>= 0.2.0),
purrr, RNetCDF (>= 1.9-1), rlang, tibble, tidyr",NA,"ggplot2, knitr, rmarkdown, testthat, covr",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
tidyr,D:/software/R/R-3.6.3/library,1.0.2,NA,R (>= 3.1),"dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, magrittr, purrr,
Rcpp, rlang, stringi, tibble (>= 2.1.1), tidyselect (>= 0.2.5),
utils, vctrs (>= 0.2.0), lifecycle",Rcpp,"covr, jsonlite, knitr, repurrrsive (>= 1.0.0), rmarkdown,
readr, testthat (>= 2.1.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
tidyrules,D:/software/R/R-3.6.3/library,0.1.3,NA,"R (>= 3.6.0),","tibble (>= 2.0.1), stringr (>= 1.3.1), magrittr (>= 1.5),
purrr (>= 0.3.2), assertthat (>= 0.2.0), partykit (>= 1.2.2),",NA,"AmesHousing (>= 0.0.3), dplyr (>= 0.8), C50 (>= 0.1.2),
Cubist (>= 0.2.2), rpart (>= 1.2.2), rpart.plot (>= 3.0.7),
rsample (>= 0.0.2), testthat (>= 2.0.1), MASS (>= 7.3.50),
mlbench (>= 2.1.1), knitr (>= 1.23), rmarkdown (>= 1.13),
pander (>= 0.6.3),",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
tidyselect,D:/software/R/R-3.6.3/library,1.0.0,NA,R (>= 3.2),"ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 0.4.3),
vctrs (>= 0.2.2)",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, testthat (>=
2.3.0), tibble (>= 2.1.3), withr",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
tidytext,D:/software/R/R-3.6.3/library,0.2.3,NA,R (>= 2.10),"rlang, dplyr, stringr, hunspell, generics, Matrix, tokenizers,
janeaustenr, purrr (>= 0.1.1), methods, stopwords",NA,"readr, tidyr, XML, tm, quanteda, knitr, rmarkdown, ggplot2,
reshape2, wordcloud, topicmodels, NLP, scales, gutenbergr,
testthat (>= 2.1.0), vdiffr, mallet, stm, data.table, broom,
textdata, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
tidyverse,D:/software/R/R-3.6.3/library,1.3.0,NA,R (>= 3.2),"broom (>= 0.5.2), cli (>= 1.1.0), crayon (>= 1.3.4), dbplyr
(>= 1.4.2), dplyr (>= 0.8.3), forcats (>= 0.4.0), ggplot2 (>=
3.2.1), haven (>= 2.2.0), hms (>= 0.5.2), httr (>= 1.4.1),
jsonlite (>= 1.6), lubridate (>= 1.7.4), magrittr (>= 1.5),
modelr (>= 0.1.5), pillar (>= 1.4.2), purrr (>= 0.3.3), readr
(>= 1.3.1), readxl (>= 1.3.1), reprex (>= 0.3.0), rlang (>=
0.4.1), rstudioapi (>= 0.10), rvest (>= 0.3.5), stringr (>=
1.4.0), tibble (>= 2.1.3), tidyr (>= 1.0.0), xml2 (>= 1.2.2)",NA,"covr, feather, glue, knitr, rmarkdown, testthat",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.3
tikzDevice,D:/software/R/R-3.6.3/library,0.12.3,NA,R (>= 2.14.0),"filehash (>= 2.3), png",NA,"evaluate, formatR, ggplot2, knitr, lattice, maps, scales,
stringr, testthat (>= 0.8.1), withr",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
timeDate,D:/software/R/R-3.6.3/library,3043.102,NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.2
timereg,D:/software/R/R-3.6.3/library,1.9.4,NA,"R (>= 2.15), survival","lava, numDeriv, stats, graphics, grDevices, utils, methods",NA,"mets,",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
timeSeries,D:/software/R/R-3.6.3/library,3062.1,NA,"R (>= 2.10), graphics, grDevices, stats, methods, utils,
timeDate (>= 2150.95)",NA,NA,"RUnit, robustbase, xts, PerformanceAnalytics, fTrading",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
tinytest,D:/software/R/R-3.6.3/library,1.1.0,NA,NA,"parallel, utils",NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.6.1
tinytex,D:/software/R/R-3.6.3/library,0.21,NA,NA,xfun (>= 0.5),NA,"testit, rstudioapi",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
tis,D:/software/R/R-3.6.3/library,1.38,NA,R (>= 2.3),NA,NA,"reshape, scales","zoo, ggplot2, graphics",Unlimited,NA,NA,NA,NA,yes,3.6.3
titanic,D:/software/R/R-3.6.3/library,0.1.0,NA,R (>= 3.1.2),NA,NA,dplyr,NA,CC0,NA,NA,NA,NA,no,3.6.3
tkrplot,D:/software/R/R-3.6.3/library,0.0-24,NA,"R (>= 2.13), grDevices, tcltk",NA,NA,NA,NA,GPL,NA,NA,NA,NA,yes,3.6.0
tm,D:/software/R/R-3.6.3/library,0.7-7,NA,"R (>= 3.2.0), NLP (>= 0.2-0)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2","BH, Rcpp","antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
tmap,D:/software/R/R-3.6.3/library,2.3-2,NA,"R (>= 3.0), methods","tmaptools (>= 2.0-2), sf (>= 0.7-1), lwgeom (>= 0.1-4), units
(>= 0.6-1), raster (>= 2.7-15), grid, RColorBrewer,
viridisLite, classInt, htmltools, htmlwidgets, leaflet (>=
2.0.2), leafsync, stats",NA,"rmapshaper, rmarkdown, knitr, png, cartogram, osmdata,
ggplot2, dplyr, tidyr, shiny, testthat, covr",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
tmaptools,D:/software/R/R-3.6.3/library,3,NA,"R (>= 3.0), methods","sf (>= 0.9), lwgeom (>= 0.1-4), stars (>= 0.4-0), units (>=
0.6-1), grid, raster (>= 2.7-15), classInt, KernSmooth,
magrittr, RColorBrewer, viridisLite, stats, dichromat, XML",NA,"tmap (>= 2.2), rmapshaper, osmdata, OpenStreetMap, png,
shiny, shinyjs",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
TMB,D:/software/R/R-3.6.3/library,1.7.16,NA,R (>= 3.0.0),"graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
tokenizers,D:/software/R/R-3.6.3/library,0.2.1,NA,R (>= 3.1.3),"stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)",Rcpp,"covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
tools,D:/software/R/R-3.6.3/library,3.6.3,base,NA,NA,NA,"codetools, methods, xml2, curl, commonmark",NA,Part of R 3.6.3,NA,NA,NA,NA,yes,3.6.3
topicmodels,D:/software/R/R-3.6.3/library,0.2-9,NA,R (>= 2.15.0),"stats4, methods, modeltools, slam, tm (>= 0.6)",NA,"lasso2, lattice, lda, OAIHarvester, SnowballC,
corpus.JSS.papers",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
tram,D:/software/R/R-3.6.3/library,0.3-2,NA,mlt (>= 1.1-1),"Formula, multcomp, variables (>= 1.0-2), basefun (>= 1.0-5),
sandwich, stats, survival, graphics, Matrix, methods",NA,"MASS, TH.data, trtf (>= 0.3-3), mlbench, knitr, quantreg,
colorspace, ATR, lme4, merDeriv, SparseGrid, alabama, numDeriv,
gridExtra, lattice, latticeExtra, HSAUR3, mvtnorm, ordinalCont,
coxme, glmmsr, mlt.docreg, ordinal",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
transformr,D:/software/R/R-3.6.3/library,0.1.1,NA,NA,"Rcpp (>= 0.12.15), tweenr, rlang, sf, lpSolve",Rcpp,magrittr,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
translations,D:/software/R/R-3.6.3/library,3.6.3,NA,NA,NA,NA,NA,NA,Part of R 3.6.3,NA,NA,NA,NA,NA,3.6.3
TransModel,D:/software/R/R-3.6.3/library,2.1,NA,"stats,graphics,survival,MASS",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.3
tree,D:/software/R/R-3.6.3/library,1.0-40,NA,"R (>= 3.6.0), grDevices, graphics, stats",NA,NA,MASS,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.3
treemap,D:/software/R/R-3.6.3/library,2.4-2,NA,R (>= 2.10),"colorspace, data.table (>= 1.8.8), ggplot2, grid, gridBase,
igraph, methods, RColorBrewer, shiny (>= 0.12.0)",NA,knitr,NA,GPL-3,NA,NA,NA,NA,no,3.6.3
triangle,D:/software/R/R-3.6.3/library,0.12,NA,R (>= 2.14.1),NA,NA,"testthat, knitr, rmarkdown, covr",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
triebeard,D:/software/R/R-3.6.3/library,0.3.0,NA,NA,Rcpp,Rcpp,"knitr, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
tripack,D:/software/R/R-3.6.3/library,1.3-9,NA,NA,NA,NA,NA,NA,ACM | file LICENSE,NA,yes,NA,NA,yes,3.6.3
trtf,D:/software/R/R-3.6.3/library,0.3-6,NA,"mlt (>= 1.0-2), partykit (>= 1.2-1)","Formula, sandwich, grid, stats, variables, libcoin, utils",NA,"survival, TH.data, coin",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
truncdist,D:/software/R/R-3.6.3/library,1.0-2,NA,"R (>= 2.0.1), stats4,evd",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
truncnorm,D:/software/R/R-3.6.3/library,1.0-8,NA,R (>= 3.4.0),NA,NA,testthat,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
truncreg,D:/software/R/R-3.6.3/library,0.2-5,NA,"R (>= 1.8.0), maxLik",NA,NA,survival,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
TSA,D:/software/R/R-3.6.3/library,1.2,NA,R (>= 2.5.1),"leaps, locfit, mgcv",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
tseries,D:/software/R/R-3.6.3/library,0.10-47,NA,R (>= 2.10.0),"graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)",NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
tsfeatures,D:/software/R/R-3.6.3/library,1.0.1,NA,R (>= 3.2.3),"ForeCA, fracdiff, forecast (>= 8.3), purrr, RcppRoll (>=
0.2.2), stats, tibble, tseries, urca, future, furrr",NA,"testthat, knitr, rmarkdown, ggplot2, tidyr, dplyr, Mcomp,
GGally",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
TSP,D:/software/R/R-3.6.3/library,1.1-9,NA,R (>= 3.5.0),"graphics, foreach, utils, stats, grDevices",NA,"sp, maps, maptools, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
TTR,D:/software/R/R-3.6.3/library,0.23-6,NA,NA,"xts (>= 0.10-0), zoo, curl",xts,RUnit,quantmod,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
tufte,D:/software/R/R-3.6.3/library,0.5,NA,NA,"htmltools, xfun (>= 0.6), knitr (>= 1.22), rmarkdown (>= 1.12)",NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.6.3
tweedie,D:/software/R/R-3.6.3/library,2.3.2,NA,R (>= 2.8.0),NA,NA,"stabledist, statmod(>= 1.4.20)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
ucminf,D:/software/R/R-3.6.3/library,1.1-4,NA,NA,NA,NA,numDeriv,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
udpipe,D:/software/R/R-3.6.3/library,0.8.3,NA,R (>= 2.10),"Rcpp (>= 0.11.5), data.table (>= 1.9.6), Matrix, methods",Rcpp,"knitr, topicmodels, lattice, parallel",NA,MPL-2.0,NA,NA,NA,NA,yes,3.6.3
udunits2,D:/software/R/R-3.6.3/library,0.13,NA,R (>= 2.10.0),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.0
umap,D:/software/R/R-3.6.3/library,0.2.5.0,NA,R (>= 3.1.2),"methods, openssl, reticulate, Rcpp (>= 0.12.6), RSpectra,
stats",Rcpp,"knitr, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
unitizer,D:/software/R/R-3.6.3/library,1.4.9,NA,methods,"stats, utils, crayon (>= 1.3.2), diffobj (>= 0.1.5.9000)",NA,"covr, knitr, rmarkdown, testthat",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
units,D:/software/R/R-3.6.3/library,0.6-6,NA,R (>= 3.0.2),Rcpp,Rcpp (>= 0.12.10),"udunits2, NISTunits, measurements, xml2, tibble, pillar (>=
1.3.0), knitr, testthat, ggforce, rmarkdown, magrittr",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
urca,D:/software/R/R-3.6.3/library,1.3-0,NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
urltools,D:/software/R/R-3.6.3/library,1.7.3,NA,R (>= 2.10),"Rcpp, methods, triebeard",Rcpp,"testthat, knitr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
uroot,D:/software/R/R-3.6.3/library,2.1-0,NA,"R (>= 3.0.0), stats",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
